timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777162916608,16,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-1,text,true,,587,137,1,3,http://localhost:8002/restaurants/?q=ramen,16,0,10
1777162916651,3,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-2,text,true,,587,137,1,3,http://localhost:8002/restaurants/?q=ramen,3,0,0
1777162916749,4,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-3,text,true,,587,137,1,5,http://localhost:8002/restaurants/?q=ramen,4,0,1
1777162916608,198,POST /auth/login,200,OK,Login Load Test 1-1,text,true,,316,249,3,6,http://localhost:8001/auth/login,198,0,10
1777162916608,198,Login for Token,200,OK,Review Submission Load Test 3-1,text,true,,316,249,3,6,http://localhost:8001/auth/login,198,0,10
1777162916807,3,POST /reviews/,201,Created,Review Submission Load Test 3-1,text,true,,380,440,3,5,http://localhost:8004/reviews/,3,0,0
1777162916850,3,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-4,text,true,,587,137,1,5,http://localhost:8002/restaurants/?q=ramen,3,0,0
1777162916682,186,POST /auth/login,200,OK,Login Load Test 1-2,text,true,,316,249,2,4,http://localhost:8001/auth/login,186,0,1
1777162916689,188,Login for Token,200,OK,Review Submission Load Test 3-2,text,true,,316,249,2,3,http://localhost:8001/auth/login,188,0,1
1777162916877,3,POST /reviews/,201,Created,Review Submission Load Test 3-2,text,true,,380,440,2,3,http://localhost:8004/reviews/,3,0,1
1777162916950,4,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-5,text,true,,587,137,1,5,http://localhost:8002/restaurants/?q=ramen,4,0,0
1777162917050,2,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-6,text,true,,587,137,1,7,http://localhost:8002/restaurants/?q=ramen,2,0,0
1777162916885,182,Login for Token,200,OK,Review Submission Load Test 3-4,text,true,,316,249,3,6,http://localhost:8001/auth/login,182,0,1
1777162917067,3,POST /reviews/,201,Created,Review Submission Load Test 3-4,text,true,,380,440,3,6,http://localhost:8004/reviews/,3,0,0
1777162916885,185,POST /auth/login,200,OK,Login Load Test 1-4,text,true,,316,249,3,6,http://localhost:8001/auth/login,185,0,1
1777162917149,4,GET /restaurants?q=ramen,200,OK,Restaurant Search Load Test 2-7,text,true,,587,137,1,7,http://localhost:8002/restaurants/?q=ramen,4,0,1
